Module	Section	Sample Name	Source
FastQC	all_sections	Cross-S5-2_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-S5-2_R1_001_fastqc.zip
FastQC	all_sections	RNAi-WYS-2_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-WYS-2_R2_001_fastqc.zip
FastQC	all_sections	RNAi-S5-1_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-S5-1_R1_001_fastqc.zip
FastQC	all_sections	RNAi-S5-3_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-S5-3_R2_001_fastqc.zip
FastQC	all_sections	BD5-gam_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BD5-gam_R1_001_fastqc.zip
FastQC	all_sections	BF16-S5_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF16-S5_R2_001_fastqc.zip
FastQC	all_sections	WT-S5-1_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-S5-1_R2_001_fastqc.zip
FastQC	all_sections	WT-mature-herm-3_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-mature-herm-3_R2_001_fastqc.zip
FastQC	all_sections	BD5-S5_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BD5-S5_R1_001_fastqc.zip
FastQC	all_sections	BA19-WYS_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA19-WYS_R1_001_fastqc.zip
FastQC	all_sections	BA19-gam_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA19-gam_R1_001_fastqc.zip
FastQC	all_sections	BF5-WYS_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF5-WYS_R1_001_fastqc.zip
FastQC	all_sections	BA14-S5_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA14-S5_R2_001_fastqc.zip
FastQC	all_sections	RNAi-S5-3_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-S5-3_R1_001_fastqc.zip
FastQC	all_sections	BA14-WYS_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA14-WYS_R1_001_fastqc.zip
FastQC	all_sections	WT-WYS-3_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-WYS-3_R2_001_fastqc.zip
FastQC	all_sections	WT-mature-herm-2_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-mature-herm-2_R2_001_fastqc.zip
FastQC	all_sections	BF16-gam_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF16-gam_R2_001_fastqc.zip
FastQC	all_sections	WT-WYS-3_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-WYS-3_R1_001_fastqc.zip
FastQC	all_sections	BA12-gam_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA12-gam_R2_001_fastqc.zip
FastQC	all_sections	BF16-gam_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF16-gam_R1_001_fastqc.zip
FastQC	all_sections	Cross-S5-1_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-S5-1_R1_001_fastqc.zip
FastQC	all_sections	BD5-S5_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BD5-S5_R2_001_fastqc.zip
FastQC	all_sections	BA14-gam_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA14-gam_R1_001_fastqc.zip
FastQC	all_sections	BA19-gam_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA19-gam_R2_001_fastqc.zip
FastQC	all_sections	WT-S5-2_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-S5-2_R1_001_fastqc.zip
FastQC	all_sections	Cross-S5-1_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-S5-1_R2_001_fastqc.zip
FastQC	all_sections	RNAi-WYS-3_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-WYS-3_R2_001_fastqc.zip
FastQC	all_sections	Cross-gam-1_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-gam-1_R2_001_fastqc.zip
FastQC	all_sections	WT-male-gam-1_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-male-gam-1_R1_001_fastqc.zip
FastQC	all_sections	BA14-gam_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA14-gam_R2_001_fastqc.zip
FastQC	all_sections	WT-male-gam-3_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-male-gam-3_R2_001_fastqc.zip
FastQC	all_sections	WT-WYS-2_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-WYS-2_R1_001_fastqc.zip
FastQC	all_sections	RNAi-WYS-2_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-WYS-2_R1_001_fastqc.zip
FastQC	all_sections	BA14-WYS_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA14-WYS_R2_001_fastqc.zip
FastQC	all_sections	RESUB-WT-WYS-4_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RESUB-WT-WYS-4_R2_001_fastqc.zip
FastQC	all_sections	BD5-WYS_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BD5-WYS_R2_001_fastqc.zip
FastQC	all_sections	BA12-S5_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA12-S5_R1_001_fastqc.zip
FastQC	all_sections	WT-mature-herm-1_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-mature-herm-1_R1_001_fastqc.zip
FastQC	all_sections	Cross-WYS-3_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-WYS-3_R2_001_fastqc.zip
FastQC	all_sections	Cross-gam-2_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-gam-2_R2_001_fastqc.zip
FastQC	all_sections	BF5-gam_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF5-gam_R2_001_fastqc.zip
FastQC	all_sections	Cross-S5-3_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-S5-3_R2_001_fastqc.zip
FastQC	all_sections	BF16-WYS_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF16-WYS_R2_001_fastqc.zip
FastQC	all_sections	RNAi-S5-2_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-S5-2_R1_001_fastqc.zip
FastQC	all_sections	RNAi-WYS-1_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-WYS-1_R1_001_fastqc.zip
FastQC	all_sections	Cross-S5-3_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-S5-3_R1_001_fastqc.zip
FastQC	all_sections	RNAi-gam-2_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-gam-2_R1_001_fastqc.zip
FastQC	all_sections	BF16-S5_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF16-S5_R1_001_fastqc.zip
FastQC	all_sections	Cross-gam-1_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-gam-1_R1_001_fastqc.zip
FastQC	all_sections	BF5-S5_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF5-S5_R1_001_fastqc.zip
FastQC	all_sections	RNAi-gam-2_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-gam-2_R2_001_fastqc.zip
FastQC	all_sections	BF5-WYS_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF5-WYS_R2_001_fastqc.zip
FastQC	all_sections	BA12-S5_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA12-S5_R2_001_fastqc.zip
FastQC	all_sections	WT-mature-herm-3_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-mature-herm-3_R1_001_fastqc.zip
FastQC	all_sections	WT-male-gam-1_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-male-gam-1_R2_001_fastqc.zip
FastQC	all_sections	WT-S5-3_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-S5-3_R1_001_fastqc.zip
FastQC	all_sections	WT-S5-2_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-S5-2_R2_001_fastqc.zip
FastQC	all_sections	Cross-WYS-3_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-WYS-3_R1_001_fastqc.zip
FastQC	all_sections	WT-male-gam-3_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-male-gam-3_R1_001_fastqc.zip
FastQC	all_sections	RNAi-gam-3_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-gam-3_R1_001_fastqc.zip
FastQC	all_sections	Cross-WYS-2_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-WYS-2_R1_001_fastqc.zip
FastQC	all_sections	BD5-WYS_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BD5-WYS_R1_001_fastqc.zip
FastQC	all_sections	BF16-WYS_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF16-WYS_R1_001_fastqc.zip
FastQC	all_sections	WT-mature-herm-1_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-mature-herm-1_R2_001_fastqc.zip
FastQC	all_sections	Cross-gam-3_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-gam-3_R1_001_fastqc.zip
FastQC	all_sections	Cross-WYS-2_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-WYS-2_R2_001_fastqc.zip
FastQC	all_sections	BF5-S5_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BF5-S5_R2_001_fastqc.zip
FastQC	all_sections	RNAi-WYS-1_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-WYS-1_R2_001_fastqc.zip
FastQC	all_sections	RNAi-S5-2_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-S5-2_R2_001_fastqc.zip
FastQC	all_sections	Cross-gam-3_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-gam-3_R2_001_fastqc.zip
FastQC	all_sections	RNAi-WYS-3_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-WYS-3_R1_001_fastqc.zip
FastQC	all_sections	Cross-WYS-1_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-WYS-1_R1_001_fastqc.zip
FastQC	all_sections	WT-S5-1_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-S5-1_R1_001_fastqc.zip
FastQC	all_sections	Cross-gam-2_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-gam-2_R1_001_fastqc.zip
FastQC	all_sections	RNAi-gam-1_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-gam-1_R2_001_fastqc.zip
FastQC	all_sections	RNAi-gam-3_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/RNAi-gam-3_R2_001_fastqc.zip
FastQC	all_sections	BA12-gam_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/BA12-gam_R1_001_fastqc.zip
FastQC	all_sections	WT-mature-herm-2_R1_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/WT-mature-herm-2_R1_001_fastqc.zip
FastQC	all_sections	Cross-S5-2_R2_001	/home/exouser/git/McConnell-Ceratopteris-RNAseq/output/fastqc/Cross-S5-2_R2_001_fastqc.zip
