"hubGene","genes","cor"
"Ceric.03G063200.1","Ceric.20G088400.1",0.847
"Ceric.03G063200.1","Ceric.38G033600.1",0.844
"Ceric.03G063200.1","Ceric.07G064500.1",0.843
"Ceric.03G063200.1","Ceric.06G056900.1",0.842
"Ceric.03G063200.1","Ceric.13G002500.1",0.841
"Ceric.03G063200.1","Ceric.11G063400.1",0.84
"Ceric.33G049200.1","Ceric.33G049200.1",1
"Ceric.33G049200.1","Ceric.28G016000.1",0.931
"Ceric.33G049200.1","Ceric.16G009800.1",0.93
"Ceric.33G049200.1","Ceric.14G089800.1",0.927
"Ceric.33G049200.1","Ceric.02G093300.1",0.926
"Ceric.33G049200.1","Ceric.27G032000.1",0.926
"Ceric.33G049200.1","Ceric.35G066000.1",0.926
"Ceric.33G049200.1","Ceric.12G017700.1",0.925
"Ceric.33G049200.1","Ceric.19G020700.1",0.923
"Ceric.33G049200.1","Ceric.21G055900.1",0.923
"Ceric.33G049200.1","Ceric.03G066800.1",0.922
"Ceric.33G049200.1","Ceric.27G013100.1",0.92
"Ceric.33G049200.1","Ceric.11G052300.1",0.919
"Ceric.33G049200.1","Ceric.27G029900.1",0.919
"Ceric.33G049200.1","Ceric.35G052900.1",0.919
"Ceric.33G049200.1","Ceric.01G018500.1",0.918
"Ceric.33G049200.1","Ceric.22G008000.1",0.918
"Ceric.33G049200.1","Ceric.04G087600.1",0.917
"Ceric.33G049200.1","Ceric.1Z027200.1",0.917
"Ceric.33G049200.1","Ceric.39G045500.1",0.917
"Ceric.33G049200.1","Ceric.27G002300.1",0.916
"Ceric.33G049200.1","Ceric.18G044200.1",0.915
"Ceric.33G049200.1","Ceric.21G046500.1",0.915
"Ceric.33G049200.1","Ceric.33G056600.1",0.915
"Ceric.33G049200.1","Ceric.17G054700.1",0.914
"Ceric.33G049200.1","Ceric.18G081400.1",0.914
"Ceric.33G049200.1","Ceric.03G090700.1",0.913
"Ceric.33G049200.1","Ceric.04G002100.1",0.913
"Ceric.33G049200.1","Ceric.32G005700.1",0.913
"Ceric.33G049200.1","Ceric.04G011600.1",0.912
"Ceric.38G046200.1","Ceric.38G046200.1",1
"Ceric.38G046200.1","Ceric.03G029300.1",0.88
"Ceric.38G046200.1","Ceric.03G065000.1",0.84
"Ceric.38G046200.1","Ceric.15G054600.1",0.819
"Ceric.38G046200.1","Ceric.07G065900.1",0.818
"Ceric.38G046200.1","Ceric.19G009200.1",0.815
"Ceric.38G046200.1","Ceric.03G064900.1",0.814
"Ceric.38G046200.1","Ceric.07G065800.1",0.787
"Ceric.38G046200.1","Ceric.10G055100.1",0.783
"Ceric.38G046200.1","Ceric.32G008600.1",0.781
"Ceric.30G060700.1","Ceric.30G060700.1",1
"Ceric.30G060700.1","Ceric.30G017600.1",0.782
"Ceric.30G060700.1","Ceric.12G019000.1",0.776
"Ceric.30G060700.1","Ceric.26G066400.1",0.776
"Ceric.30G060700.1","Ceric.24G055600.1",0.77
"Ceric.30G060700.1","Ceric.01G041400.1",0.763
"Ceric.30G060700.1","Ceric.21G062600.1",0.763
"Ceric.30G060700.1","Ceric.25G017300.1",0.763
"Ceric.30G060700.1","Ceric.10G069100.1",0.761
"Ceric.30G060700.1","Ceric.23G032200.1",0.761
"Ceric.30G060700.1","Ceric.08G003300.1",0.76
"Ceric.30G060700.1","Ceric.29G017400.1",0.758
"Ceric.30G060700.1","Ceric.18G023200.1",0.755
"Ceric.30G060700.1","Ceric.33G061700.1",0.754
"Ceric.30G060700.1","Ceric.22G024000.1",0.752
"Ceric.30G060700.1","Ceric.25G017100.1",0.751
"Ceric.30G060700.1","Ceric.03G031800.1",0.75
"Ceric.30G060700.1","Ceric.10G022200.1",0.749
"Ceric.30G060700.1","Ceric.03G031200.1",0.748
"Ceric.30G060700.1","Ceric.13G044800.1",0.748
"Ceric.30G060700.1","Ceric.25G027600.1",0.748
"Ceric.30G060700.1","Ceric.31G013600.1",0.745
"Ceric.30G060700.1","Ceric.16G041200.1",0.744
"Ceric.30G060700.1","Ceric.29G028900.1",0.743
"Ceric.30G060700.1","Ceric.35G061000.1",0.742
"Ceric.30G060700.1","Ceric.03G011400.1",0.739
"Ceric.30G060700.1","Ceric.26G040300.1",0.739
"Ceric.30G060700.1","Ceric.14G063100.1",0.737
"Ceric.30G060700.1","Ceric.27G041800.1",0.737
"Ceric.30G060700.1","Ceric.26G056100.1",0.735
"Ceric.26G066400.1","Ceric.26G066400.1",1
"Ceric.26G066400.1","Ceric.38G040500.1",0.818
"Ceric.26G066400.1","Ceric.28G025000.1",0.811
"Ceric.26G066400.1","Ceric.03G027600.1",0.79
"Ceric.26G066400.1","Ceric.11G096600.1",0.789
"Ceric.26G066400.1","Ceric.17G028700.1",0.784
"Ceric.26G066400.1","Ceric.24G063200.1",0.784
"Ceric.26G066400.1","Ceric.27G020300.1",0.783
"Ceric.26G066400.1","Ceric.28G068800.1",0.782
"Ceric.26G066400.1","Ceric.29G039900.1",0.778
"Ceric.22G030500.1","Ceric.22G030500.1",1
"Ceric.22G030500.1","Ceric.09G047100.1",0.737
"Ceric.22G030500.1","Ceric.34G064100.1",0.727
"Ceric.22G030500.1","Ceric.32G059600.1",0.723
"Ceric.22G030500.1","Ceric.20G032600.1",0.721
"Ceric.22G030500.1","Ceric.30G001800.1",0.721
"Ceric.22G030500.1","Ceric.04G029800.1",0.72
"Ceric.22G030500.1","Ceric.18G022700.1",0.72
"Ceric.22G030500.1","Ceric.02G006300.1",0.719
"Ceric.22G030500.1","Ceric.05G034100.1",0.719
"Ceric.02G095800.1","Ceric.02G095800.1",1
"Ceric.02G095800.1","Ceric.14G065200.1",0.833
"Ceric.02G095800.1","Ceric.17G028200.1",0.826
"Ceric.02G095800.1","Ceric.30G035800.1",0.825
"Ceric.02G095800.1","Ceric.31G017600.1",0.821
"Ceric.02G095800.1","Ceric.01G024800.1",0.817
"Ceric.02G095800.1","Ceric.15G071000.1",0.814
"Ceric.02G095800.1","Ceric.12G082800.1",0.813
"Ceric.02G095800.1","Ceric.1Z016700.1",0.813
"Ceric.02G095800.1","Ceric.39G014200.1",0.81
"Ceric.07G019400.1","Ceric.07G019400.1",1
"Ceric.07G019400.1","Ceric.35G023500.1",0.462
"Ceric.07G019400.1","Ceric.1Z248700.1",0.444
"Ceric.07G019400.1","Ceric.30G036900.1",0.428
"Ceric.07G019400.1","Ceric.04G080500.1",0.413
"Ceric.07G019400.1","Ceric.1Z249600.1",0.413
"Ceric.07G019400.1","Ceric.19G019300.1",0.41
"Ceric.07G019400.1","Ceric.01G013900.1",0.404
"Ceric.07G019400.1","Ceric.15G076900.1",0.401
"Ceric.07G019400.1","Ceric.11G071500.1",0.397
