"hubGene","genes","cor"
"Ceric.38G046200.1","Ceric.32G008600.1",0.781
"Ceric.33G016000.1","Ceric.33G016000.1",1
"Ceric.33G016000.1","Ceric.02G010600.1",0.749
"Ceric.33G016000.1","Ceric.27G024600.1",0.736
"Ceric.33G016000.1","Ceric.01G059800.1",0.728
"Ceric.33G016000.1","Ceric.39G060600.1",0.709
"Ceric.33G016000.1","Ceric.10G089500.1",0.708
"Ceric.33G016000.1","Ceric.38G036300.1",0.708
"Ceric.33G016000.1","Ceric.10G025200.1",0.704
"Ceric.33G016000.1","Ceric.16G025200.1",0.677
"Ceric.33G016000.1","Ceric.11G010700.1",0.675
"Ceric.33G016000.1","Ceric.17G073100.1",0.674
"Ceric.33G016000.1","Ceric.17G066800.1",0.671
"Ceric.33G016000.1","Ceric.36G047000.1",0.667
"Ceric.33G016000.1","Ceric.38G055300.1",0.666
"Ceric.33G016000.1","Ceric.10G006400.1",0.663
"Ceric.33G016000.1","Ceric.04G015300.1",0.66
"Ceric.33G016000.1","Ceric.26G012500.1",0.658
"Ceric.33G016000.1","Ceric.04G022300.1",0.657
"Ceric.33G016000.1","Ceric.15G076600.1",0.655
"Ceric.33G016000.1","Ceric.25G044700.1",0.654
"Ceric.26G039900.1","Ceric.26G039900.1",1
"Ceric.26G039900.1","Ceric.28G053100.1",0.858
"Ceric.26G039900.1","Ceric.22G052300.1",0.845
"Ceric.26G039900.1","Ceric.01G116700.1",0.837
"Ceric.26G039900.1","Ceric.02G022900.1",0.836
"Ceric.26G039900.1","Ceric.03G084000.1",0.835
"Ceric.26G039900.1","Ceric.05G103700.1",0.834
"Ceric.26G039900.1","Ceric.39G018700.1",0.834
"Ceric.26G039900.1","Ceric.1Z042600.1",0.827
"Ceric.26G039900.1","Ceric.09G054900.1",0.826
"Ceric.04G069400.1","Ceric.04G069400.1",1
"Ceric.04G069400.1","Ceric.36G051200.1",0.844
"Ceric.04G069400.1","Ceric.20G036600.1",0.822
"Ceric.04G069400.1","Ceric.31G036600.1",0.819
"Ceric.04G069400.1","Ceric.11G004500.1",0.816
"Ceric.04G069400.1","Ceric.01G114800.1",0.813
"Ceric.04G069400.1","Ceric.20G046500.1",0.812
"Ceric.04G069400.1","Ceric.09G029500.1",0.807
"Ceric.04G069400.1","Ceric.04G023600.1",0.799
"Ceric.04G069400.1","Ceric.07G065500.1",0.789
"Ceric.26G010000.1","Ceric.26G010000.1",1
"Ceric.26G010000.1","Ceric.04G001800.1",0.894
"Ceric.26G010000.1","Ceric.14G056600.1",0.886
"Ceric.26G010000.1","Ceric.12G007000.1",0.878
"Ceric.26G010000.1","Ceric.39G017100.1",0.878
"Ceric.26G010000.1","Ceric.02G040400.1",0.877
"Ceric.26G010000.1","Ceric.06G016800.1",0.877
"Ceric.26G010000.1","Ceric.07G099800.1",0.877
"Ceric.26G010000.1","Ceric.02G050200.1",0.876
"Ceric.26G010000.1","Ceric.25G009500.1",0.876
"Ceric.26G010000.1","Ceric.07G037500.1",0.875
"Ceric.26G010000.1","Ceric.10G009600.1",0.875
"Ceric.26G010000.1","Ceric.12G095800.1",0.875
"Ceric.26G010000.1","Ceric.29G082300.1",0.875
"Ceric.26G010000.1","Ceric.01G082000.1",0.874
"Ceric.26G010000.1","Ceric.05G059500.1",0.874
"Ceric.26G010000.1","Ceric.08G053400.1",0.874
"Ceric.26G010000.1","Ceric.12G044400.1",0.874
"Ceric.26G010000.1","Ceric.14G053500.1",0.874
"Ceric.26G010000.1","Ceric.10G009500.1",0.873
"Ceric.31G036600.1","Ceric.31G036600.1",1
"Ceric.31G036600.1","Ceric.07G065500.1",0.958
"Ceric.31G036600.1","Ceric.21G085900.1",0.936
"Ceric.31G036600.1","Ceric.18G081600.1",0.929
"Ceric.31G036600.1","Ceric.04G023600.1",0.927
"Ceric.31G036600.1","Ceric.12G062600.1",0.926
"Ceric.31G036600.1","Ceric.26G040300.1",0.925
"Ceric.31G036600.1","Ceric.15G046200.1",0.923
"Ceric.31G036600.1","Ceric.07G065600.1",0.921
"Ceric.31G036600.1","Ceric.17G047900.1",0.919
"Ceric.02G095800.1","Ceric.02G095800.1",1
"Ceric.02G095800.1","Ceric.14G065200.1",0.833
"Ceric.02G095800.1","Ceric.17G028200.1",0.826
"Ceric.02G095800.1","Ceric.30G035800.1",0.825
"Ceric.02G095800.1","Ceric.31G017600.1",0.821
"Ceric.02G095800.1","Ceric.01G024800.1",0.817
"Ceric.02G095800.1","Ceric.15G071000.1",0.814
"Ceric.02G095800.1","Ceric.12G082800.1",0.813
"Ceric.02G095800.1","Ceric.1Z016700.1",0.813
"Ceric.02G095800.1","Ceric.39G014200.1",0.81
"Ceric.18G076300.1","Ceric.18G076300.1",1
"Ceric.18G076300.1","Ceric.21G085900.1",0.848
"Ceric.18G076300.1","Ceric.34G031400.1",0.834
"Ceric.18G076300.1","Ceric.19G033000.1",0.833
"Ceric.18G076300.1","Ceric.15G047000.1",0.83
"Ceric.18G076300.1","Ceric.09G060600.1",0.828
"Ceric.18G076300.1","Ceric.04G054700.1",0.824
"Ceric.18G076300.1","Ceric.19G062800.1",0.821
"Ceric.18G076300.1","Ceric.03G084000.1",0.82
"Ceric.18G076300.1","Ceric.24G061100.1",0.82
"Ceric.11G079100.1","Ceric.11G079100.1",1
"Ceric.11G079100.1","Ceric.22G053000.1",0.674
"Ceric.11G079100.1","Ceric.02G095200.1",0.662
"Ceric.11G079100.1","Ceric.37G047100.1",0.66
"Ceric.11G079100.1","Ceric.38G001400.1",0.641
"Ceric.11G079100.1","Ceric.15G020700.1",0.625
"Ceric.11G079100.1","Ceric.17G001900.1",0.624
"Ceric.11G079100.1","Ceric.01G083200.1",0.622
"Ceric.11G079100.1","Ceric.17G055900.1",0.615
"Ceric.11G079100.1","Ceric.35G007700.1",0.611
"Ceric.07G019400.1","Ceric.07G019400.1",1
"Ceric.07G019400.1","Ceric.35G023500.1",0.462
"Ceric.07G019400.1","Ceric.1Z248700.1",0.444
"Ceric.07G019400.1","Ceric.30G036900.1",0.428
"Ceric.07G019400.1","Ceric.04G080500.1",0.413
"Ceric.07G019400.1","Ceric.1Z249600.1",0.413
"Ceric.07G019400.1","Ceric.19G019300.1",0.41
"Ceric.07G019400.1","Ceric.01G013900.1",0.404
"Ceric.07G019400.1","Ceric.15G076900.1",0.401
"Ceric.07G019400.1","Ceric.11G071500.1",0.397
"Ceric.26G066400.1","Ceric.26G066400.1",1
"Ceric.26G066400.1","Ceric.38G040500.1",0.818
"Ceric.26G066400.1","Ceric.28G025000.1",0.811
"Ceric.26G066400.1","Ceric.03G027600.1",0.79
"Ceric.26G066400.1","Ceric.11G096600.1",0.789
"Ceric.26G066400.1","Ceric.17G028700.1",0.784
"Ceric.26G066400.1","Ceric.24G063200.1",0.784
"Ceric.26G066400.1","Ceric.27G020300.1",0.783
"Ceric.26G066400.1","Ceric.28G068800.1",0.782
"Ceric.26G066400.1","Ceric.29G039900.1",0.778
"Ceric.01G002000.1","Ceric.01G002000.1",1
"Ceric.01G002000.1","Ceric.29G046400.1",0.941
"Ceric.01G002000.1","Ceric.33G059500.1",0.941
"Ceric.01G002000.1","Ceric.30G023600.1",0.935
"Ceric.01G002000.1","Ceric.09G061800.1",0.93
"Ceric.01G002000.1","Ceric.31G027000.1",0.926
"Ceric.01G002000.1","Ceric.03G090700.1",0.925
"Ceric.01G002000.1","Ceric.02G098700.1",0.923
"Ceric.01G002000.1","Ceric.09G060600.1",0.92
"Ceric.01G002000.1","Ceric.17G084800.1",0.919
"Ceric.30G060700.1","Ceric.30G060700.1",1
"Ceric.30G060700.1","Ceric.30G017600.1",0.782
"Ceric.30G060700.1","Ceric.12G019000.1",0.776
"Ceric.30G060700.1","Ceric.26G066400.1",0.776
"Ceric.30G060700.1","Ceric.24G055600.1",0.77
"Ceric.30G060700.1","Ceric.01G041400.1",0.763
"Ceric.30G060700.1","Ceric.21G062600.1",0.763
"Ceric.30G060700.1","Ceric.25G017300.1",0.763
"Ceric.30G060700.1","Ceric.10G069100.1",0.761
"Ceric.30G060700.1","Ceric.23G032200.1",0.761
"Ceric.30G060700.1","Ceric.08G003300.1",0.76
"Ceric.30G060700.1","Ceric.29G017400.1",0.758
"Ceric.30G060700.1","Ceric.18G023200.1",0.755
"Ceric.30G060700.1","Ceric.33G061700.1",0.754
"Ceric.30G060700.1","Ceric.22G024000.1",0.752
"Ceric.30G060700.1","Ceric.25G017100.1",0.751
"Ceric.30G060700.1","Ceric.03G031800.1",0.75
"Ceric.30G060700.1","Ceric.10G022200.1",0.749
"Ceric.30G060700.1","Ceric.03G031200.1",0.748
"Ceric.30G060700.1","Ceric.13G044800.1",0.748
"Ceric.30G060700.1","Ceric.25G027600.1",0.748
"Ceric.30G060700.1","Ceric.31G013600.1",0.745
"Ceric.30G060700.1","Ceric.16G041200.1",0.744
"Ceric.30G060700.1","Ceric.29G028900.1",0.743
"Ceric.30G060700.1","Ceric.35G061000.1",0.742
"Ceric.30G060700.1","Ceric.03G011400.1",0.739
"Ceric.30G060700.1","Ceric.26G040300.1",0.739
"Ceric.30G060700.1","Ceric.14G063100.1",0.737
"Ceric.30G060700.1","Ceric.27G041800.1",0.737
"Ceric.30G060700.1","Ceric.26G056100.1",0.735
"Ceric.02G100800.1","Ceric.02G100800.1",1
"Ceric.02G100800.1","Ceric.27G065900.1",0.842
"Ceric.02G100800.1","Ceric.09G029500.1",0.809
"Ceric.02G100800.1","Ceric.22G043800.1",0.809
"Ceric.02G100800.1","Ceric.02G042400.1",0.791
"Ceric.02G100800.1","Ceric.01G082200.1",0.783
"Ceric.02G100800.1","Ceric.09G029600.1",0.778
"Ceric.02G100800.1","Ceric.14G044400.1",0.777
"Ceric.02G100800.1","Ceric.27G062300.1",0.776
"Ceric.02G100800.1","Ceric.17G083800.1",0.775
"Ceric.28G006500.1","Ceric.28G006500.1",1
"Ceric.28G006500.1","Ceric.15G053900.1",0.733
"Ceric.28G006500.1","Ceric.35G005600.1",0.733
"Ceric.28G006500.1","Ceric.39G013700.1",0.722
"Ceric.28G006500.1","Ceric.13G007500.1",0.72
"Ceric.28G006500.1","Ceric.24G081000.1",0.709
"Ceric.28G006500.1","Ceric.36G003900.1",0.698
"Ceric.28G006500.1","Ceric.01G002000.1",0.692
"Ceric.28G006500.1","Ceric.02G095300.1",0.691
"Ceric.28G006500.1","Ceric.21G038900.1",0.687
"Ceric.01G018500.1","Ceric.01G018500.1",1
"Ceric.01G018500.1","Ceric.35G052900.1",0.925
"Ceric.01G018500.1","Ceric.09G029600.1",0.918
"Ceric.01G018500.1","Ceric.33G049200.1",0.918
"Ceric.01G018500.1","Ceric.01G002000.1",0.91
"Ceric.01G018500.1","Ceric.09G017400.1",0.909
"Ceric.01G018500.1","Ceric.09G060600.1",0.909
"Ceric.01G018500.1","Ceric.20G008400.1",0.907
"Ceric.01G018500.1","Ceric.32G023900.1",0.901
"Ceric.01G018500.1","Ceric.39G045500.1",0.901
"Ceric.01G018500.1","Ceric.27G032000.1",0.897
"Ceric.01G018500.1","Ceric.30G023600.1",0.896
"Ceric.01G018500.1","Ceric.01G116700.1",0.895
"Ceric.01G018500.1","Ceric.03G084000.1",0.895
"Ceric.01G018500.1","Ceric.04G002100.1",0.895
"Ceric.01G018500.1","Ceric.11G052300.1",0.895
"Ceric.01G018500.1","Ceric.14G022000.1",0.895
"Ceric.01G018500.1","Ceric.16G072500.1",0.894
"Ceric.01G018500.1","Ceric.16G002900.1",0.893
"Ceric.01G018500.1","Ceric.14G089800.1",0.891
"Ceric.01G018500.1","Ceric.33G059500.1",0.891
"Ceric.01G018500.1","Ceric.15G046200.1",0.89
"Ceric.01G018500.1","Ceric.16G009800.1",0.888
"Ceric.01G018500.1","Ceric.36G042200.1",0.888
"Ceric.01G018500.1","Ceric.22G008000.1",0.887
"Ceric.01G018500.1","Ceric.28G016000.1",0.887
"Ceric.01G018500.1","Ceric.31G036600.1",0.887
"Ceric.01G018500.1","Ceric.03G000900.1",0.886
"Ceric.01G018500.1","Ceric.10G002200.1",0.886
"Ceric.01G018500.1","Ceric.34G042800.1",0.885
"Ceric.1Z166400.1","Ceric.1Z166400.1",1
"Ceric.1Z166400.1","Ceric.1Z234000.1",0.62
"Ceric.1Z166400.1","Ceric.08G003100.1",0.609
"Ceric.1Z166400.1","Ceric.09G064600.1",0.577
"Ceric.1Z166400.1","Ceric.04G111700.1",0.569
"Ceric.1Z166400.1","Ceric.30G023800.1",0.564
"Ceric.1Z166400.1","Ceric.20G051500.1",0.557
"Ceric.1Z166400.1","Ceric.03G022900.1",0.554
"Ceric.1Z166400.1","Ceric.13G063700.1",0.554
"Ceric.1Z166400.1","Ceric.23G080900.1",0.552
"Ceric.34G003800.1","Ceric.34G003800.1",1
"Ceric.34G003800.1","Ceric.18G000200.1",0.683
"Ceric.34G003800.1","Ceric.13G083500.1",0.667
"Ceric.34G003800.1","Ceric.01G127600.1",0.656
"Ceric.34G003800.1","Ceric.28G025000.1",0.652
"Ceric.34G003800.1","Ceric.15G003100.1",0.647
"Ceric.34G003800.1","Ceric.08G046200.1",0.644
"Ceric.34G003800.1","Ceric.13G026500.1",0.643
"Ceric.34G003800.1","Ceric.28G015200.1",0.642
"Ceric.34G003800.1","Ceric.26G063600.1",0.638
"Ceric.36G021500.1","Ceric.36G021500.1",1
"Ceric.36G021500.1","Ceric.19G020000.1",0.858
"Ceric.36G021500.1","Ceric.07G066600.1",0.807
"Ceric.36G021500.1","Ceric.25G010700.1",0.796
"Ceric.36G021500.1","Ceric.03G042100.1",0.793
"Ceric.36G021500.1","Ceric.09G032400.1",0.793
"Ceric.36G021500.1","Ceric.18G068400.1",0.788
"Ceric.36G021500.1","Ceric.12G019000.1",0.783
"Ceric.36G021500.1","Ceric.29G039900.1",0.782
"Ceric.36G021500.1","Ceric.09G063200.1",0.774
