module,GO.ID,Term,Annotated,Significant,Expected,p.value
cyan,GO:0016125,sterol metabolic process,1,1,0.03,0.025
cyan,GO:0008612,peptidyl-lysine modification to peptidyl...,2,1,0.05,0.0494
cyan,GO:0016560,"protein import into peroxisome matrix, d...",2,1,0.05,0.0494
cyan,GO:0045910,negative regulation of DNA recombination,2,1,0.05,0.0494
cyan,GO:0007186,G protein-coupled receptor signaling pat...,2,1,0.05,0.0494
cyan,GO:0006621,protein retention in ER lumen,2,1,0.05,0.0494
darkgreen,GO:0006355,regulation of DNA-templated transcriptio...,452,20,9.98,0.0019
darkgreen,GO:0009228,thiamine biosynthetic process,4,2,0.09,0.0028
darkgreen,GO:0008152,metabolic process,3890,95,85.89,0.0041
darkgreen,GO:0030042,actin filament depolymerization,7,2,0.15,0.0094
darkgreen,GO:0006468,protein phosphorylation,779,26,17.2,0.0181
darkgreen,GO:0043461,proton-transporting ATP synthase complex...,1,1,0.02,0.0221
darkgreen,GO:0016036,cellular response to phosphate starvatio...,1,1,0.02,0.0221
darkgreen,GO:0006423,cysteinyl-tRNA aminoacylation,1,1,0.02,0.0221
darkgreen,GO:0046654,tetrahydrofolate biosynthetic process,1,1,0.02,0.0221
darkgreen,GO:0042274,ribosomal small subunit biogenesis,1,1,0.02,0.0221
darkgreen,GO:0006772,thiamine metabolic process,6,3,0.13,0.043
darkgreen,GO:0009107,lipoate biosynthetic process,2,1,0.04,0.0437
darkgreen,GO:0009229,thiamine diphosphate biosynthetic proces...,2,1,0.04,0.0437
darkgrey,GO:0006002,fructose 6-phosphate metabolic process,4,2,0.05,8.6e-4
darkgrey,GO:0006367,transcription initiation at RNA polymera...,6,2,0.07,0.00211
darkgrey,GO:0006334,nucleosome assembly,10,2,0.12,0.00614
darkgrey,GO:0006376,mRNA splice site recognition,1,1,0.01,0.01214
darkgrey,GO:0006659,phosphatidylserine biosynthetic process,1,1,0.01,0.01214
darkgrey,GO:0009089,lysine biosynthetic process via diaminop...,2,1,0.02,0.024140000000000002
darkgrey,GO:0006897,endocytosis,2,1,0.02,0.024140000000000002
darkgrey,GO:0006783,heme biosynthetic process,2,1,0.02,0.024140000000000002
darkgrey,GO:0019432,triglyceride biosynthetic process,2,1,0.02,0.024140000000000002
darkgrey,GO:0000045,autophagosome assembly,3,1,0.04,0.036
darkgrey,GO:0006606,protein import into nucleus,3,1,0.04,0.036
darkgrey,GO:0016579,protein deubiquitination,4,1,0.05,0.04771
darkgrey,GO:0006096,glycolytic process,29,2,0.35,0.04778
darkmagenta,GO:0006355,regulation of DNA-templated transcriptio...,452,6,1.58,0.0034
darkmagenta,GO:0006468,protein phosphorylation,779,6,2.72,0.044
darkorange,GO:0005978,glycogen biosynthetic process,7,4,0.09,7.6e-7
darkorange,GO:0006508,proteolysis,196,7,2.45,0.011
darkorange,GO:0042752,regulation of circadian rhythm,1,1,0.01,0.013
darkorange,GO:0009688,abscisic acid biosynthetic process,1,1,0.01,0.013
darkorange,GO:0019288,isopentenyl diphosphate biosynthetic pro...,1,1,0.01,0.013
darkorange,GO:0050992,dimethylallyl diphosphate biosynthetic p...,1,1,0.01,0.013
darkorange,GO:0000160,phosphorelay signal transduction system,49,3,0.61,0.023
darkorange,GO:0009264,deoxyribonucleotide catabolic process,2,1,0.03,0.025
darkorange,GO:0045454,cell redox homeostasis,98,4,1.23,0.034
darkorange,GO:0006388,"tRNA splicing, via endonucleolytic cleav...",3,1,0.04,0.037
darkorange,GO:0006662,glycerol ether metabolic process,27,2,0.34,0.044
darkorange,GO:0015969,guanosine tetraphosphate metabolic proce...,4,1,0.05,0.049
darkred,GO:0016559,peroxisome fission,5,2,0.06,0.0012
darkred,GO:0006470,protein dephosphorylation,86,4,0.95,0.0145
darkred,GO:0030150,protein import into mitochondrial matrix,2,1,0.02,0.022
darkred,GO:0042255,ribosome assembly,3,1,0.03,0.0328
darkred,GO:0006164,purine nucleotide biosynthetic process,66,3,0.73,0.0425
darkred,GO:0009435,NAD biosynthetic process,4,1,0.04,0.0434
darkred,GO:0006556,S-adenosylmethionine biosynthetic proces...,4,1,0.04,0.0434
darkred,GO:0008152,metabolic process,3890,47,42.94,0.0484
darkturquoise,GO:0009772,photosynthetic electron transport in pho...,32,32,1.56,NA
darkturquoise,GO:0006412,translation,161,62,7.85,NA
darkturquoise,GO:0015979,photosynthesis,186,101,9.07,NA
darkturquoise,GO:0015986,proton motive force-driven ATP synthesis,43,28,2.1,3.6e-27
darkturquoise,GO:0009767,photosynthetic electron transport chain,49,48,2.39,3.1e-20
darkturquoise,GO:0019685,"photosynthesis, dark reaction",12,11,0.59,3.5e-14
darkturquoise,GO:0015995,chlorophyll biosynthetic process,19,12,0.93,5.3e-12
darkturquoise,GO:0015977,carbon fixation,10,9,0.49,1.3e-11
darkturquoise,GO:0042773,ATP synthesis coupled electron transport,10,8,0.49,1.2e-9
darkturquoise,GO:0022904,respiratory electron transport chain,18,16,0.88,1e-8
darkturquoise,GO:0046034,ATP metabolic process,79,32,3.85,8.4e-5
darkturquoise,GO:0042549,photosystem II stabilization,2,2,0.1,0.0024
darkturquoise,GO:0019646,aerobic electron transport chain,4,2,0.2,0.0133
darkturquoise,GO:0009439,cyanate metabolic process,5,2,0.24,0.0215
darkturquoise,GO:0050821,protein stabilization,1,1,0.05,0.0488
darkturquoise,GO:0051016,barbed-end actin filament capping,1,1,0.05,0.0488
darkturquoise,GO:0009773,photosynthetic electron transport in pho...,1,1,0.05,0.0488
greenyellow,GO:0006468,protein phosphorylation,779,38,22.22,4.5e-4
greenyellow,GO:0006542,glutamine biosynthetic process,6,2,0.17,0.01124
greenyellow,GO:0005985,sucrose metabolic process,9,2,0.26,0.0255
greenyellow,GO:0006102,isocitrate metabolic process,1,1,0.03,0.02852
greenyellow,GO:0015940,pantothenate biosynthetic process,1,1,0.03,0.02852
greenyellow,GO:0034227,tRNA thio-modification,1,1,0.03,0.02852
greenyellow,GO:0002098,tRNA wobble uridine modification,1,1,0.03,0.02852
greenyellow,GO:0008152,metabolic process,3890,118,110.94,0.03005
greenyellow,GO:0006511,ubiquitin-dependent protein catabolic pr...,13,3,0.37,0.03095
greenyellow,GO:0006413,translational initiation,12,2,0.34,0.04422
grey60,GO:0051225,spindle assembly,2,2,0.05,5.2e-4
grey60,GO:0006075,(1->3)-beta-D-glucan biosynthetic proces...,9,3,0.21,9e-4
grey60,GO:0005975,carbohydrate metabolic process,342,18,7.87,0.00201
grey60,GO:0055085,transmembrane transport,435,19,10,0.00273
grey60,GO:0007018,microtubule-based movement,76,6,1.75,0.00771
grey60,GO:0046373,L-arabinose metabolic process,1,1,0.02,0.023
grey60,GO:0009097,isoleucine biosynthetic process,1,1,0.02,0.023
grey60,GO:0006488,dolichol-linked oligosaccharide biosynth...,1,1,0.02,0.023
grey60,GO:0007064,mitotic sister chromatid cohesion,1,1,0.02,0.023
grey60,GO:0009059,macromolecule biosynthetic process,883,14,20.31,0.04859
lightcyan,GO:0019836,hemolysis by symbiont of host erythrocyt...,6,6,0.08,4.4e-12
lightcyan,GO:0019290,siderophore biosynthetic process,34,6,0.45,4.4e-6
lightcyan,GO:0046677,response to antibiotic,1,1,0.01,0.013
lightcyan,GO:0006814,sodium ion transport,16,2,0.21,0.018
lightcyan,GO:0006869,lipid transport,46,3,0.61,0.023
lightcyan,GO:0009086,methionine biosynthetic process,2,1,0.03,0.026
lightcyan,GO:0009651,response to salt stress,2,1,0.03,0.026
lightcyan,GO:0055075,potassium ion homeostasis,2,1,0.03,0.026
lightcyan,GO:0015700,arsenite transport,2,1,0.03,0.026
lightcyan,GO:0000045,autophagosome assembly,3,1,0.04,0.039
lightcyan,GO:0006879,intracellular iron ion homeostasis,3,1,0.04,0.039
lightcyan,GO:0006086,acetyl-CoA biosynthetic process from pyr...,3,1,0.04,0.039
lightcyan,GO:0009269,response to desiccation,3,1,0.04,0.039
lightgreen,GO:0008033,tRNA processing,23,5,0.36,2.4e-5
lightgreen,GO:0007165,signal transduction,234,10,3.7,3.7e-4
lightgreen,GO:0006364,rRNA processing,11,3,0.17,5.8e-4
lightgreen,GO:0006479,protein methylation,12,2,0.19,0.01474
lightgreen,GO:0006189,'de novo' IMP biosynthetic process,1,1,0.02,0.01582
lightgreen,GO:0031124,mRNA 3'-end processing,1,1,0.02,0.01582
lightgreen,GO:0032012,regulation of ARF protein signal transdu...,2,1,0.03,0.0314
lightgreen,GO:0016480,negative regulation of transcription by ...,2,1,0.03,0.0314
lightgreen,GO:0006429,leucyl-tRNA aminoacylation,2,1,0.03,0.0314
lightgreen,GO:0019478,D-amino acid catabolic process,2,1,0.03,0.0314
lightgreen,GO:0045910,negative regulation of DNA recombination,2,1,0.03,0.0314
lightgreen,GO:0006741,NADP biosynthetic process,2,1,0.03,0.0314
lightgreen,GO:0034755,iron ion transmembrane transport,3,1,0.05,0.04673
lightgreen,GO:0006777,Mo-molybdopterin cofactor biosynthetic p...,3,1,0.05,0.04673
lightyellow,GO:0006396,RNA processing,75,10,1.21,1.2e-4
lightyellow,GO:0016579,protein deubiquitination,4,2,0.06,0.00152
lightyellow,GO:0006886,intracellular protein transport,68,5,1.1,0.00464
lightyellow,GO:0000398,"mRNA splicing, via spliceosome",7,2,0.11,0.00516
lightyellow,GO:0006265,DNA topological change,8,2,0.13,0.00681
lightyellow,GO:0006075,(1->3)-beta-D-glucan biosynthetic proces...,9,2,0.15,0.00867
lightyellow,GO:0006812,monoatomic cation transport,161,5,2.61,0.0091
lightyellow,GO:0007165,signal transduction,234,7,3.79,0.01095
lightyellow,GO:0030334,regulation of cell migration,1,1,0.02,0.01619
lightyellow,GO:0048208,COPII vesicle coating,1,1,0.02,0.01619
lightyellow,GO:0016925,protein sumoylation,1,1,0.02,0.01619
lightyellow,GO:0051013,microtubule severing,1,1,0.02,0.01619
lightyellow,GO:0009234,menaquinone biosynthetic process,1,1,0.02,0.01619
lightyellow,GO:0006384,transcription initiation at RNA polymera...,1,1,0.02,0.01619
lightyellow,GO:0006370,7-methylguanosine mRNA capping,1,1,0.02,0.01619
lightyellow,GO:0006654,phosphatidic acid biosynthetic process,1,1,0.02,0.01619
lightyellow,GO:0050764,regulation of phagocytosis,1,1,0.02,0.01619
lightyellow,GO:0015914,phospholipid transport,13,2,0.21,0.01801
lightyellow,GO:0006281,DNA repair,114,6,1.85,0.02252
lightyellow,GO:0034508,centromere complex assembly,3,1,0.05,0.0478
magenta,GO:0009664,plant-type cell wall organization,51,32,5.04,2.3e-20
magenta,GO:0046274,lignin catabolic process,26,11,2.57,1.5e-5
magenta,GO:0005975,carbohydrate metabolic process,342,52,33.79,9.4e-5
magenta,GO:0006979,response to oxidative stress,91,21,8.99,1.5e-4
magenta,GO:0006556,S-adenosylmethionine biosynthetic proces...,4,3,0.4,0.00356
magenta,GO:0046835,carbohydrate phosphorylation,4,3,0.4,0.00356
magenta,GO:0006694,steroid biosynthetic process,18,6,1.78,0.00596
magenta,GO:0030244,cellulose biosynthetic process,5,3,0.49,0.00824
magenta,GO:0006468,protein phosphorylation,779,96,76.97,0.00936
magenta,GO:0007264,small GTPase-mediated signal transductio...,44,10,4.35,0.01905
magenta,GO:0006508,proteolysis,196,29,19.37,0.02302
magenta,GO:0016998,cell wall macromolecule catabolic proces...,7,3,0.69,0.02479
magenta,GO:0015012,heparan sulfate proteoglycan biosyntheti...,7,3,0.69,0.02479
magenta,GO:0015031,protein transport,89,18,8.79,0.02553
magenta,GO:0006886,intracellular protein transport,68,13,6.72,0.02607
magenta,GO:0001678,intracellular glucose homeostasis,3,2,0.3,0.02732
magenta,GO:0006024,glycosaminoglycan biosynthetic process,3,2,0.3,0.02732
magenta,GO:0008299,isoprenoid biosynthetic process,22,6,2.17,0.03245
midnightblue,GO:0007275,multicellular organism development,19,5,0.36,2e-5
midnightblue,GO:0006355,regulation of DNA-templated transcriptio...,452,21,8.48,7.3e-5
midnightblue,GO:0009607,response to biotic stimulus,18,3,0.34,0.0043
midnightblue,GO:0006952,defense response,31,3,0.58,0.0197
midnightblue,GO:0006535,cysteine biosynthetic process from serin...,14,2,0.26,0.0274
midnightblue,GO:0006508,proteolysis,196,8,3.68,0.0301
paleturquoise,GO:0009058,biosynthetic process,1341,24,21.22,0.025
paleturquoise,GO:0009651,response to salt stress,2,1,0.03,0.031
paleturquoise,GO:0055075,potassium ion homeostasis,2,1,0.03,0.031
paleturquoise,GO:0008643,carbohydrate transport,3,1,0.05,0.047
purple,GO:0006355,regulation of DNA-templated transcriptio...,452,41,11.48,1.1e-13
purple,GO:0045454,cell redox homeostasis,98,19,2.49,2.2e-12
purple,GO:0016567,protein ubiquitination,42,5,1.07,0.0039
purple,GO:0009864,"induced systemic resistance, jasmonic ac...",6,2,0.15,0.009
purple,GO:0009694,jasmonic acid metabolic process,6,2,0.15,0.009
purple,GO:0010411,xyloglucan metabolic process,21,3,0.53,0.0152
purple,GO:0009611,response to wounding,8,2,0.2,0.0162
purple,GO:0042546,cell wall biogenesis,32,3,0.81,0.0465
saddlebrown,GO:0006814,sodium ion transport,16,3,0.26,0.0021
saddlebrown,GO:0055085,transmembrane transport,435,15,7.2,0.004
saddlebrown,GO:0006869,lipid transport,46,4,0.76,0.0164
saddlebrown,GO:0050999,regulation of nitric-oxide synthase acti...,1,1,0.02,0.0166
saddlebrown,GO:0010264,myo-inositol hexakisphosphate biosynthet...,1,1,0.02,0.0166
saddlebrown,GO:0009972,cytidine deamination,2,1,0.03,0.0328
saddlebrown,GO:0006013,mannose metabolic process,2,1,0.03,0.0328
saddlebrown,GO:0034314,Arp2/3 complex-mediated actin nucleation,2,1,0.03,0.0328
saddlebrown,GO:0030833,regulation of actin filament polymerizat...,3,1,0.05,0.0489
saddlebrown,GO:0006086,acetyl-CoA biosynthetic process from pyr...,3,1,0.05,0.0489
saddlebrown,GO:0006568,tryptophan metabolic process,3,1,0.05,0.0489
skyblue,GO:0009765,"photosynthesis, light harvesting",40,29,0.6,NA
skyblue,GO:0015979,photosynthesis,186,38,2.81,2.1e-7
skyblue,GO:0008152,metabolic process,3890,78,58.69,1e-6
skyblue,GO:0033014,tetrapyrrole biosynthetic process,36,8,0.54,2.2e-4
skyblue,GO:0015995,chlorophyll biosynthetic process,19,3,0.29,0.00269
skyblue,GO:0006779,porphyrin-containing compound biosynthet...,27,5,0.41,0.00556
skyblue,GO:0006096,glycolytic process,29,3,0.44,0.00912
skyblue,GO:0009269,response to desiccation,3,1,0.05,0.04459
tan,GO:0006355,regulation of DNA-templated transcriptio...,452,19,8.23,4.2e-4
tan,GO:0006839,mitochondrial transport,9,2,0.16,0.01088
tan,GO:0006529,asparagine biosynthetic process,1,1,0.02,0.01822
tan,GO:0030212,hyaluronan metabolic process,1,1,0.02,0.01822
tan,GO:0006979,response to oxidative stress,91,5,1.66,0.02456
tan,GO:0042545,cell wall modification,64,4,1.17,0.02862
tan,GO:0006564,L-serine biosynthetic process,2,1,0.04,0.0361
tan,GO:0016567,protein ubiquitination,42,3,0.77,0.04033
tan,GO:0006351,DNA-templated transcription,512,22,9.33,0.04577
turquoise,GO:0007018,microtubule-based movement,76,53,17.41,2.8e-17
turquoise,GO:0006281,DNA repair,114,76,26.11,5.3e-15
turquoise,GO:0006260,DNA replication,70,49,16.03,3e-10
turquoise,GO:0006270,DNA replication initiation,8,8,1.83,7.5e-6
turquoise,GO:0006310,DNA recombination,33,22,7.56,8.9e-6
turquoise,GO:0006289,nucleotide-excision repair,9,8,2.06,5.3e-5
turquoise,GO:0007076,mitotic chromosome condensation,6,6,1.37,1.4e-4
turquoise,GO:0006298,mismatch repair,13,9,2.98,4.9e-4
turquoise,GO:0032147,activation of protein kinase activity,5,5,1.15,6.3e-4
turquoise,GO:0060236,regulation of mitotic spindle organizati...,5,5,1.15,6.3e-4
turquoise,GO:0006139,nucleobase-containing compound metabolic...,954,292,218.53,6.4e-4
turquoise,GO:0006869,lipid transport,46,19,10.54,0.00109
turquoise,GO:0007017,microtubule-based process,137,86,31.38,0.0023
turquoise,GO:0006338,chromatin remodeling,14,8,3.21,0.00273
turquoise,GO:0006506,GPI anchor biosynthetic process,6,5,1.37,0.00305
turquoise,GO:0007049,cell cycle,63,44,14.43,0.0051
turquoise,GO:0007020,microtubule nucleation,14,8,3.21,0.00582
turquoise,GO:0015743,malate transport,9,6,2.06,0.00628
turquoise,GO:0006108,malate metabolic process,9,6,2.06,0.00628
turquoise,GO:0007094,mitotic spindle assembly checkpoint sign...,7,5,1.6,0.00864
turquoise,GO:0000723,telomere maintenance,5,4,1.15,0.01121
turquoise,GO:0030071,regulation of mitotic metaphase/anaphase...,10,8,2.29,0.0119
turquoise,GO:0071897,DNA biosynthetic process,4,4,0.92,0.01198
turquoise,GO:0000077,DNA damage checkpoint signaling,3,3,0.69,0.012
turquoise,GO:0006351,DNA-templated transcription,512,97,117.28,0.01469
turquoise,GO:0031122,cytoplasmic microtubule organization,13,7,2.98,0.01497
turquoise,GO:0000226,microtubule cytoskeleton organization,37,21,8.48,0.01541
turquoise,GO:0046856,phosphatidylinositol dephosphorylation,16,8,3.67,0.01604
turquoise,GO:0006265,DNA topological change,8,5,1.83,0.01872
turquoise,GO:0006284,base-excision repair,18,8,4.12,0.03521
turquoise,GO:0006505,GPI anchor metabolic process,10,8,2.29,0.03944
turquoise,GO:0006099,tricarboxylic acid cycle,4,3,0.92,0.03976
turquoise,GO:0000724,double-strand break repair via homologou...,4,3,0.92,0.03976
turquoise,GO:0009245,lipid A biosynthetic process,4,3,0.92,0.03976
violet,GO:0006412,translation,161,7,0.83,1.2e-5
violet,GO:0015986,proton motive force-driven ATP synthesis,43,4,0.22,6.1e-5
violet,GO:0006886,intracellular protein transport,68,3,0.35,0.0049
violet,GO:0006850,mitochondrial pyruvate transmembrane tra...,1,1,0.01,0.0052
violet,GO:0006465,signal peptide processing,2,1,0.01,0.0103
violet,GO:0006777,Mo-molybdopterin cofactor biosynthetic p...,3,1,0.02,0.0154
violet,GO:0006357,regulation of transcription by RNA polym...,4,1,0.02,0.0205
violet,GO:0006183,GTP biosynthetic process,7,1,0.04,0.0355
violet,GO:0006228,UTP biosynthetic process,7,1,0.04,0.0355
violet,GO:0030042,actin filament depolymerization,7,1,0.04,0.0355
violet,GO:0006241,CTP biosynthetic process,7,1,0.04,0.0355
white,GO:0000272,polysaccharide catabolic process,7,2,0.05,9.8e-4
white,GO:0008152,metabolic process,3890,31,27.2,0.03333
white,GO:0044238,primary metabolic process,3001,24,20.98,0.03636
